ID_VENTE|CD_PRODUIT|QTE_VENTE|PRIX_VENTE|PRIX_ACHAT
IR-2013-GW460560-41338|TEC-AC-3393|6|15.408|12.3264
IT-2014-HF14995139-41952|OFF-ST-4259|4|54.936|43.9488
US-2014-CA12310140-41642|TEC-AC-4876|3|18.8|15.04
IT-2015-AG1076564-42018|FUR-CH-4544|2|44.874|35.8992
ID-2012-EM1382597-41163|FUR-BO-3888|1|94.3|75.44
US-2014-DW1358536-41896|FUR-TA-3756|4|40.284|32.2272
IN-2012-BS11755113-41061|OFF-ST-6246|7|53.28|42.624
SA-2015-DK3225110-42119|OFF-ST-6246|2|53.28|42.624
CA-2015-CA12310140-42356|OFF-SU-4324|6|11.184|8.9472
MX-2015-MG1820593-42322|OFF-AP-3583|3|69.039|55.2312
ID-2015-BP11095130-42124|OFF-ST-6049|9|78.996|63.1968
IN-2015-CC121457-42179|OFF-SU-2996|2|24.66|19.728
RO-2015-CV2805107-42112|FUR-CH-5453|2|28.188|22.5504
ID-2014-DK133757-41888|TEC-PH-5341|1|39.04|31.232
ES-2014-KH1663045-41976|TEC-PH-5341|6|39.04|31.232
IT-2014-CC1247545-41948|OFF-ST-4078|2|59.373|47.4984
SF-2014-DB3060117-41866|TEC-CO-4589|2|43.281|34.6248
ES-2014-HW1493545-41858|OFF-ST-6041|2|4.968|3.9744
IT-2014-RW1963045-41817|TEC-MA-5572|3|79.092|63.2736
US-2012-CA12310140-41108|OFF-BI-2911|4|0.762|0.6096
ES-2014-EM1409548-41992|OFF-EN-4910|3|13.572|10.8576
MX-2013-JH159855-41553|OFF-ST-4295|2|38.28|30.624
IT-2013-CS1225064-41468|TEC-PH-5246|6|52.866|42.2928
IN-2014-NM185207-41934|OFF-AR-6108|2|21.06|16.848
MX-2014-JF1529536-41930|TEC-PH-5359|1|36.972|29.5776
ID-2015-AS1009058-42316|FUR-BO-3647|5|50.412|40.3296
MX-2012-LP1709551-41116|TEC-CO-4770|5|69.012|55.2096
MX-2013-CS1213082-41528|TEC-PH-5349|2|54.0579|43.24632
ID-2014-PH187907-41969|TEC-AC-4165|4|46.356|37.0848
US-2012-CA12310140-41108|OFF-BI-3185|4|8.352|6.6816
MX-2012-AH1003082-41251|OFF-AR-5930|5|18.192|14.5536
ES-2014-CY1274545-41711|OFF-ST-4057|7|70.6035|56.4828
ID-2014-LM1706559-41949|TEC-PH-3797|6|24.525|19.62
SF-2015-LT7110117-42280|TEC-MA-5018|4|110.133|88.1064
UP-2014-RB9330137-41743|TEC-CO-3602|2|95.745|76.596
MX-2013-MC1757531-41611|TEC-CO-3602|6|95.745|76.596
MX-2015-JL1513018-42159|OFF-EN-4443|2|20.5425|16.434
CA-2015-CK12325140-42053|FUR-CH-4399|9|231.282|185.0256
ES-2014-PK1907544-41703|OFF-ST-5693|2|42.624|34.0992
PL-2012-RW9540103-40961|OFF-BI-3256|4|20.136|16.1088
TU-2015-SC10440134-42277|FUR-BO-3905|4|48.636|38.9088
NI-2015-TC1098095-42033|TEC-PH-3807|8|196.272|157.0176
CG-2015-VG1179033-42209|OFF-AR-5902|5|15.156|12.1248
MX-2013-MP1747018-41563|TEC-CO-3604|3|43.299|34.6392
IN-2015-BG1103558-42253|TEC-PH-3798|8|21.48|17.184
AO-2013-DL34954-41296|TEC-CO-3602|4|95.745|76.596
ID-2015-HG1502559-42194|FUR-FU-6255|1|42.804|34.2432
MX-2015-BF1127551-42314|OFF-AP-4499|4|254.934|203.9472
ID-2015-BG1169588-42012|TEC-MA-6139|4|65.4|52.32
IN-2012-PJ1883527-41079|FUR-CH-5371|5|21.564|17.2512
MX-2014-CS1195082-41796|TEC-PH-5273|1|34.608|27.6864
US-2012-CK12325140-40981|FUR-CH-4398|3|227.984|182.3872
ID-2015-LC1693097-42264|FUR-CH-5412|3|48.609|38.8872
MX-2013-RB1964518-41436|TEC-MA-4202|3|52.08|41.664
CA-2015-CK12325140-42053|FUR-TA-5791|7|121.592|97.2736
ES-2013-RA19285120-41632|OFF-ST-4266|3|114.0315|91.2252
CA-2014-CK12325140-41738|FUR-FU-4090|4|31.984|25.5872
MX-2014-CC1267093-41773|OFF-AP-3573|4|119.94|95.952
ES-2015-BE1133545-42091|OFF-ST-6247|2|35.768|28.6144
CA-2015-CK12325140-42053|FUR-FU-4329|5|15.072|12.0576
ES-2015-MH1745564-42315|OFF-PA-4170|3|5.976|4.7808
MX-2014-MH1802582-41955|FUR-CH-5757|4|38.26|30.608
IN-2015-RA1988527-42034|FUR-FU-3030|1|29.1|23.28
IN-2013-SW202757-41552|OFF-ST-6274|7|16.407|13.1256
MX-2013-RD1948082-41389|OFF-AR-5904|2|31.068|24.8544
ES-2012-JO1514545-41072|FUR-BO-5952|9|95.394|76.3152
IN-2012-RB1970559-41072|FUR-CH-5378|5|138.132|110.5056
MX-2012-FW1439539-41090|FUR-BO-3635|4|92.688|74.1504
US-2013-SE2011098-41535|TEC-AC-3402|3|103.5|82.8
MX-2014-EM141405-41915|FUR-BO-3634|8|85.365|68.292
IN-2015-AG1027027-42304|TEC-PH-3151|2|112.131|89.7048
CA-2015-CK12325140-42053|TEC-PH-6347|1|95.99|76.792
RW-2015-DP3000109-42069|OFF-SU-4993|4|17.22|13.776
US-2012-BB1099055-41079|FUR-CH-5396|5|35.048|28.0384
MX-2013-ON1871582-41627|TEC-PH-5360|3|73.89|59.112
ES-2014-CL1189048-41916|OFF-AR-3555|2|25.89|20.712
MX-2015-ES1402028-42105|TEC-PH-5350|1|55.74|44.592
CA-2012-CK12325140-41061|OFF-BI-4368|8|24.92|19.936
MX-2015-MC1742593-42304|TEC-CO-3587|4|105.492|84.3936
CA-2012-CK12325140-41061|FUR-FU-3084|2|12.22|9.776
MX-2015-MT17815100-42306|OFF-BI-2899|3|41.9565|33.5652
ES-2015-GG1465048-42132|OFF-SU-4990|4|23.385|18.708
MX-2012-SV2093582-41193|FUR-CH-4702|3|48.366|38.6928
ES-2012-AF1088564-41164|OFF-AR-3457|3|8.01|6.408
IN-2013-MZ173357-41577|TEC-PH-3140|6|26.628|21.3024
ES-2013-YC2189545-41335|FUR-BO-3886|9|76.784|61.4272
MX-2013-BD1177039-41526|OFF-AP-4747|4|41.82|33.456
SF-2014-AH10075117-41774|TEC-MA-5501|6|281.259|225.0072
MX-2014-DW1358531-41779|FUR-CH-4547|5|74.67|59.736
MX-2014-JL1523593-41776|FUR-CH-4684|8|35.432|28.3456
IN-2014-JK161207-41961|FUR-CH-4519|2|23.676|18.9408
US-2015-TZ21580143-42209|OFF-AP-3572|3|80.656|64.5248
MX-2015-CS1240082-42175|FUR-BO-4854|1|49.764|39.8112
ID-2015-JW16075144-42368|OFF-EN-3663|3|25.1379|20.11032
ES-2012-ML1826548-41136|OFF-ST-5693|2|42.624|34.0992
CA-2014-CK12325140-41738|OFF-PA-6552|5|5.184|4.1472
MX-2014-CM1265593-41745|TEC-CO-4770|3|69.012|55.2096
CA-2014-CK12325140-41738|OFF-FA-3051|7|4|3.2
ID-2013-VT21700118-41635|FUR-BO-5777|3|58.86|47.088
MX-2014-DV1304582-41866|TEC-MA-5508|4|34.104|27.2832
MX-2012-TH2111518-41269|FUR-BO-4861|4|146.364|117.0912
MG-2013-SS1014084-41503|TEC-CO-3697|3|58.6638|46.93104
ES-2015-SP2092048-42063|TEC-MA-5539|6|9.486|7.5888
ID-2012-AA10315102-41093|OFF-SU-4327|3|10.4|8.32
ES-2015-JW1595545-42228|OFF-BI-6372|3|17.01|13.608
MX-2015-FW143955-42306|OFF-AP-4958|2|82.952|66.3616
US-2014-AH1003036-41787|TEC-CO-6010|2|94.34192|75.473536
CG-2013-LF718533-41585|OFF-AP-4957|7|206.88|165.504
US-2015-CK12325140-42249|OFF-FA-6129|13|21.104|16.8832
ES-2012-DC1328548-41081|TEC-AC-5224|8|73.206|58.5648
ES-2013-GH1442548-41487|TEC-PH-5825|3|22.347|17.8776
ES-2013-KE1642091-41539|TEC-MA-5574|2|226.5165|181.2132
TU-2015-MS7830134-42365|FUR-TA-3337|1|160.5741|128.45928
ES-2013-JD1579048-41628|OFF-AR-5905|1|26.85|21.48
IN-2015-SD204857-42098|TEC-AC-3391|4|69.012|55.2096
IN-2012-BS11755113-41061|OFF-SU-4325|3|17.568|14.0544
IT-2012-GH1448564-41116|OFF-ST-5706|2|25.044|20.0352
CG-2012-NC853533-41003|OFF-AR-3469|1|29.358|23.4864
UP-2015-SC10845137-42087|TEC-AC-3397|3|23.7|18.96
IN-2014-BW111107-41902|OFF-EN-3654|4|9.675|7.74
ES-2012-JO1514564-41216|TEC-AC-3387|5|16.818|13.4544
CA-2015-CK12325140-42053|OFF-BI-2924|12|3.81|3.048
IN-2013-VS218207-41602|OFF-EN-3673|6|9.9|7.92
IN-2015-HD1478558-42229|TEC-CO-4771|8|51.327|41.0616
IT-2012-JE15475139-41075|FUR-FU-3032|5|33.336|26.6688
US-2012-CP12340140-40984|FUR-TA-3562|3|188.065|150.452
US-2012-CP12340140-40984|FUR-TA-3332|5|267.894|214.3152
MX-2014-CL1270082-41817|FUR-CH-5413|9|87.712|70.1696
CA-2014-CP12340140-41808|TEC-PH-6425|2|151.192|120.9536
ID-2015-EJ1415559-42342|TEC-MA-4199|2|154.11|123.288
IN-2013-KH166907-41437|TEC-CO-6005|7|36.432|29.1456
US-2015-DR1288082-42075|FUR-CH-4654|4|181.884|145.5072
US-2012-CP12340140-40984|FUR-TA-4616|4|272.848|218.2784
MX-2013-JB1592582-41606|FUR-CH-4530|3|141.354|113.0832
CA-2013-CP12340140-41585|OFF-BI-4343|7|179.398|143.5184
MO-2014-FM421586-41901|FUR-BO-5961|2|78.372|62.6976
MX-2013-JL1550518-41346|TEC-AC-5889|2|29.238|23.3904
SA-2013-AR345110-41628|OFF-ST-6248|3|53.844|43.0752
ES-2015-FH14275139-42229|FUR-FU-6244|1|28.34|22.672
RO-2015-KF6285107-42223|FUR-CH-5411|5|66.78|53.424
ES-2015-AB1016545-42356|OFF-EN-3103|1|19.695|15.756
US-2014-CP12340140-41927|TEC-AC-6353|5|59|47.2
ES-2012-DJ13420120-41268|FUR-BO-3648|2|65.584|52.4672
PL-2013-FM4290103-41332|TEC-CO-3591|4|77.172|61.7376
CA-2014-CP12340140-41781|OFF-FA-6129|2|21.104|16.8832
LI-2015-TH1123573-42050|FUR-BO-5953|3|74.91|59.928
IR-2014-ZD1192560-41954|TEC-AC-4152|3|7.866|6.2928
MX-2014-MS1783082-41993|FUR-CH-5454|2|47.048|37.6384
IT-2012-SJ2050064-40932|FUR-CH-4564|2|54.711|43.7688
IN-2015-GB145757-42185|TEC-AC-5864|2|32.592|26.0736
CA-2015-CP12340140-42119|OFF-ST-5980|2|56.784|45.4272
IN-2014-TC215357-41958|OFF-EN-4916|4|14.868|11.8944
MX-2015-DB1321082-42315|FUR-BO-3634|7|85.365|68.292
MX-2015-DG1330093-42319|OFF-ST-6046|1|59.526|47.6208
MX-2015-EM1414051-42264|OFF-AP-4971|6|69.2718|55.41744
IN-2015-FM14380102-42131|TEC-AC-5115|2|38.3985|30.7188
ES-2014-NP1868514-41803|OFF-PA-4461|4|21.012|16.8096
CA-2014-CP12340140-41794|FUR-TA-4624|6|31.101|24.8808
IN-2015-JK1562558-42249|TEC-PH-3142|3|26.112|20.8896
MX-2015-LP17095132-42178|OFF-EN-5031|4|18.768|15.0144
ES-2015-DM1334548-42333|OFF-FA-6189|5|7.408|5.9264
US-2012-CP12340140-40984|OFF-PA-6470|2|38.76|31.008
IN-2013-TS2150558-41500|TEC-CO-6003|2|81.57652|65.261216
US-2015-DM1295536-42104|FUR-BO-4853|2|125.58|100.464
US-2012-CP12340140-40984|OFF-PA-6479|5|4.98|3.984
ES-2014-AG1030096-41878|TEC-CO-3687|11|95.409|76.3272
ES-2014-JL1513045-41798|TEC-MA-4205|4|78.822|63.0576
IR-2015-KL664560-42223|OFF-ST-4257|3|54.924|43.9392
IN-2014-LB1679511-41774|OFF-AP-3857|3|35.728|28.5824
IT-2015-SU2066562-42270|OFF-ST-5708|7|32.64|26.112
MX-2013-SW2027536-41587|TEC-PH-5844|2|49.812|39.8496
CA-2013-CP12340140-41585|OFF-BI-3278|1|5.98|4.784
CA-2014-CP12340140-41808|OFF-BI-4834|1|0.796|0.6368
MX-2015-Dp1324018-42304|TEC-AC-5206|3|54.3144|43.45152
CA-2014-CP12340140-41808|OFF-AR-5330|4|2.624|2.0992
RO-2013-DB3405107-41371|TEC-CO-4792|9|144.084|115.2672
CA-2015-CP12340140-42209|OFF-BI-3119|9|4.376|3.5008
US-2013-BF1097536-41460|FUR-CH-4702|2|48.366|38.6928
MX-2015-JB1604593-42320|TEC-CO-6009|3|142.944|114.3552
IN-2014-EB13750113-41873|FUR-CH-5373|3|23.436|18.7488
ES-2015-ME1732064-42253|FUR-CH-4682|1|93.5787|74.86296
CA-2013-CS12355140-41521|TEC-AC-5105|3|99.192|79.3536
IN-2013-RD1958527-41494|TEC-AC-5134|3|49.464|39.5712
CA-2013-CS12355140-41521|OFF-PA-6459|2|44.784|35.8272
MX-2014-TA2138582-41991|TEC-CO-4767|3|97.332|77.8656
CA-2015-CS12355140-42363|TEC-MA-3985|3|159.99|127.992
ID-2013-EH13990102-41585|FUR-FU-6253|5|76.986|61.5888
ID-2015-BD115607-42239|TEC-CO-6006|2|63.64848|50.918784
ES-2015-KD1661545-42244|TEC-CO-3593|5|75.876|60.7008
IT-2012-SC2072545-41243|OFF-ST-4096|1|12.92|10.336
ID-2015-KB1631559-42367|TEC-CO-4784|3|50.12436|40.099488
ES-2015-RF19735139-42188|TEC-PH-5351|6|41.337|33.0696
MX-2013-LH1690039-41370|FUR-TA-3437|3|177.36|141.888
MX-2015-CB1253531-42188|FUR-BO-5771|3|89.676|71.7408
MX-2012-DB1361526-41241|OFF-ST-6046|9|59.526|47.6208
IN-2015-CC1267058-42342|TEC-MA-5008|5|94.032|75.2256
ID-2013-DV1346559-41361|OFF-ST-6046|2|59.526|47.6208
CA-2012-CS12355140-41135|OFF-AP-4292|2|7.612|6.0896
LI-2013-HD478573-41319|FUR-BO-5966|4|258.06|206.448
IN-2015-KD1634578-42160|TEC-AC-4172|2|20.193|16.1544
CA-2015-CS12355140-42172|TEC-AC-5144|3|99.99|79.992
SL-2015-MH8115112-42213|TEC-PH-5335|2|45.224|36.1792
MX-2014-RA1988551-41795|TEC-CO-5995|5|66.4976|53.19808
ID-2012-SW20245102-41100|OFF-BI-6372|1|17.01|13.608
ID-2013-BS113807-41597|TEC-AC-5874|8|60.3723|48.29784
IN-2012-LH1690059-41094|TEC-PH-5338|6|50.022|40.0176
CG-2014-MR754533-41650|OFF-ST-6032|2|85.6|68.48
US-2014-DC1328555-41993|FUR-BO-3647|8|50.412|40.3296
IN-2014-DF1313558-41881|FUR-BO-5948|9|174.18|139.344
NI-2012-GR456095-40975|TEC-CO-3686|3|127.50556|102.004448
ES-2013-PO1885064-41408|OFF-AR-3484|3|5.931|4.7448
CA-2015-CS12355140-42363|FUR-CH-4840|2|58.22|46.576
ES-2015-VG2180564-42328|OFF-EN-4441|3|28.692|22.9536
ES-2012-RE1945048-41235|FUR-BO-3899|1|91.04|72.832
US-2015-AG10330143-42167|OFF-ST-6033|4|38.664|30.9312
MX-2014-KH1669065-41845|OFF-SU-4974|5|13.86|11.088
MX-2012-BK1126037-41061|FUR-CH-5449|4|38.176|30.5408
CA-2012-CS12355140-41135|OFF-PA-6511|6|18.272|14.6176
ES-2013-FM1429045-41577|TEC-CO-4582|2|44.604|35.6832
IT-2014-HJ1487548-41956|OFF-SU-4316|3|6.176|4.9408
ES-2015-JS1568545-42122|FUR-BO-5779|3|79.236|63.3888
IT-2014-KT16465139-41961|OFF-ST-6049|3|78.996|63.1968
IN-2014-RB1936027-41762|FUR-FU-3942|5|35.69|28.552
IN-2013-RD1958527-41494|TEC-CO-3599|5|79.12968|63.303744
IN-2015-RF198407-42300|OFF-ST-6067|5|14.553|11.6424
MX-2015-SP2065082-42257|TEC-AC-4188|2|137.0262|109.62096
GH-2014-BS136549-41766|OFF-EN-5033|3|14.58|11.664
IN-2014-CC125507-41963|FUR-FU-5728|2|43.98|35.184
CA-2013-CS12355140-41448|TEC-PH-5604|2|135.99|108.792
US-2014-FC143355-41969|TEC-PH-3817|8|41.571|33.2568
CA-2012-CS12355140-41135|OFF-BI-5637|3|6.294|5.0352
MX-2014-MS1771028-41919|TEC-PH-3815|10|94.22|75.376
MX-2014-BW1120018-41842|FUR-FU-3023|4|15.417|12.3336
ID-2015-BT1168059-42014|TEC-PH-5337|2|66.732|53.3856
IN-2015-LC1714058-42166|TEC-PH-3143|4|41.85|33.48
GH-2015-SS1059049-42341|TEC-PH-3785|3|73.344|58.6752
ES-2013-BF1117045-41445|FUR-FU-5728|3|43.98|35.184
ES-2015-GR1456048-42025|FUR-CH-5396|9|35.048|28.0384
ES-2012-HK1489045-41216|TEC-MA-5574|2|226.5165|181.2132
CA-2013-CS12355140-41448|TEC-PH-4900|1|35.994|28.7952
ES-2014-SD2048548-41794|FUR-FU-3934|1|30.735|24.588
ES-2015-TG2131048-42132|OFF-ST-6247|4|35.768|28.6144
SU-2014-JJ5760122-41748|TEC-PH-5846|3|61.62|49.296
ES-2013-PP1895545-41313|TEC-MA-4194|1|138.693|110.9544
CA-2015-CS12355140-42109|FUR-BO-3651|3|68.6664|54.93312
ES-2013-JH1618064-41574|OFF-BI-6384|3|19.584|15.6672
IN-2015-MC1784588-42269|FUR-BO-3625|3|221.44|177.152
MX-2013-ME1801031-41412|FUR-BO-5941|2|90.24|72.192
MX-2013-MD1735082-41557|FUR-CH-4632|2|22.212|17.7696
MX-2015-RD1981031-42175|OFF-AP-4955|3|68.61|54.888
CA-2015-CS12355140-42326|OFF-AP-3503|5|14.016|11.2128
IN-2014-JH1591092-41959|FUR-FU-3034|3|32.445|25.956
RS-2014-LC6960108-41949|OFF-AR-3527|4|49.41|39.528
US-2015-VD2167055-42311|OFF-AP-3575|9|207.732|166.1856
ES-2014-MC17590139-41831|TEC-CO-3678|3|105.08056|84.064448
IN-2015-TS2134066-42236|OFF-PA-4464|2|14.49|11.592
EG-2015-MM792038-42286|TEC-AC-4180|2|49.626|39.7008
IN-2015-RD1958558-42010|OFF-PA-4480|2|17.874|14.2992
ID-2014-TS2165588-41908|TEC-PH-5353|1|40.95|32.76
RS-2015-CM2115108-42059|OFF-ST-4267|1|62.343|49.8744
IN-2012-EM1396059-41056|FUR-BO-3897|3|112.54|90.032
ES-2013-SF2020045-41289|FUR-FU-5736|2|15.543|12.4344
ES-2015-SW2045548-42115|OFF-AR-6117|5|10.152|8.1216
IN-2012-TM2149059-41230|TEC-MA-6134|2|11.511|9.2088
US-2015-MT1781518-42306|TEC-MA-5548|1|207|165.6
CA-2015-CS12355140-42193|OFF-BI-6373|3|2.184|1.7472
ES-2012-LM1706548-41138|OFF-ST-4108|7|18.816|15.0528
CA-2015-CS12355140-42172|OFF-AR-5309|5|4.784|3.8272
ES-2015-HG1484545-42327|TEC-CO-3695|3|58.52028|46.816224
CA-2014-CS12355140-41716|OFF-AR-5325|2|15.872|12.6976
CA-2015-CS12355140-42109|OFF-BI-3302|3|3.592|2.8736
IN-2015-RB1936027-42116|TEC-PH-3790|10|27.387|21.9096
TU-2013-SA10830134-41555|OFF-AP-4962|5|281.968|225.5744
IN-2012-NC186257-41257|FUR-BO-5769|2|101.32|81.056
US-2015-DK1283555-42280|FUR-BO-5787|2|208.608|166.8864
ES-2014-JD1615048-41658|OFF-ST-6261|3|122.49|97.992
IT-2014-KC1667548-41882|OFF-PA-5850|2|19.332|15.4656
IN-2015-MJ177407-42348|OFF-ST-4285|1|22.764|18.2112
CA-2015-CS12355140-42321|OFF-LA-3202|5|3.984|3.1872
ES-2015-CW11905139-42288|OFF-ST-4094|2|29.052|23.2416
MX-2013-WB2185018-41381|TEC-CO-4779|1|63.45|50.76
IN-2015-BS117557-42087|OFF-EN-3664|4|20.388|16.3104
CG-2013-CW190533-41487|TEC-CO-6012|3|331.0056|264.80448
IN-2012-AP1091592-41165|OFF-ST-6060|2|12.8|10.24
GG-2013-BM165047-41514|OFF-AP-3566|6|30.645|24.516
ES-2014-DP1300045-41740|OFF-ST-5710|6|31.08|24.864
ID-2015-DM130157-42364|OFF-AR-3460|2|8.703|6.9624
ES-2015-MF18250120-42165|TEC-CO-3705|1|74.98008|59.984064
MX-2012-GM1450093-41245|TEC-PH-5253|4|31.932|25.5456
SU-2015-BW1200122-42236|TEC-CO-4765|6|98.052|78.4416
IN-2015-DG1330056-42020|TEC-AC-5889|11|29.238|23.3904
HU-2015-FM429057-42367|FUR-BO-5761|14|277.6221|222.09768
IT-2015-GH1442545-42123|TEC-CO-3606|6|56.436|45.1488
IN-2014-SP20920130-41977|FUR-CH-4562|3|53.307|42.6456
MX-2015-GG1465082-42017|FUR-BO-3900|1|101.61|81.288
PL-2015-GZ4470103-42067|OFF-EN-4442|7|20.544|16.4352
UP-2015-JK5640137-42196|OFF-ST-6262|1|54.568|43.6544
IN-2015-KB165857-42040|OFF-BI-3257|8|19.536|15.6288
CA-2013-CS12355140-41521|OFF-PA-3113|2|2.18|1.744
ZA-2015-SW10350146-42061|TEC-CO-4577|3|169.23984|135.391872
US-2013-TD2099598-41432|TEC-PH-3147|6|222.705|178.164
IN-2013-BP1123058-41329|OFF-EN-4926|1|6.28|5.024
ES-2014-PV1898548-41916|FUR-BO-5959|13|116.424|93.1392
MX-2013-DM1295518-41438|FUR-FU-3050|2|20.64|16.512
US-2015-LL1684055-42284|FUR-BO-3636|1|51.786|41.4288
IN-2012-EH1399058-41187|FUR-FU-6268|2|36.288|29.0304
CA-2015-CS12355140-42321|OFF-AR-3975|5|2.456|1.9648
ID-2013-RA1991559-41377|FUR-CH-4530|3|141.354|113.0832
ES-2014-TG2164045-41677|OFF-AP-4968|4|33.9|27.12
IN-2014-TS2165527-41933|FUR-FU-3047|2|38.6754|30.94032
RO-2015-CR2730107-42122|OFF-AR-3502|4|14.85|11.88
CA-2015-CS12355140-42321|OFF-SU-2972|3|7.448|5.9584
ES-2014-JL1583545-41717|OFF-AR-3534|1|4.41|3.528
TU-2012-NF8595134-41037|TEC-MA-4193|3|51.021|40.8168
IT-2015-MS1771045-42336|FUR-CH-4633|5|15.408|12.3264
AO-2013-RD95854-41628|TEC-CO-3587|4|105.492|84.3936
US-2013-BH1171055-41476|TEC-CO-4568|3|104.39884|83.519072
ZA-2014-AR345146-41667|OFF-BI-4818|7|27.616|22.0928
ES-2014-BS1166545-41734|TEC-MA-6137|6|64.26|51.408
IN-2015-GM1469558-42259|TEC-PH-3796|6|24.993|19.9944
IN-2013-GA1472527-41290|TEC-PH-5272|1|51.948|41.5584
CA-2013-CS12355140-41448|OFF-FA-3158|4|1.448|1.1584
IN-2013-RH194957-41450|TEC-AC-5861|4|14.94|11.952
TU-2013-RP9855134-41469|TEC-MA-5019|1|35.82|28.656
MX-2012-GD1459082-41118|FUR-FU-3940|3|99.036|79.2288
US-2013-DV13465143-41478|OFF-EN-4915|2|11.871|9.4968
IT-2014-DF1313548-41870|OFF-SU-4135|3|11.544|9.2352
ES-2012-LW1699064-41264|OFF-AR-5904|5|31.068|24.8544
IZ-2015-TB1125061-42213|TEC-PH-3784|4|184.92|147.936
IN-2015-AY1055566-42159|OFF-ST-4105|3|14.391|11.5128
MD-2015-EM396083-42131|OFF-ST-6032|9|85.6|68.48
IN-2015-GK1462058-42307|OFF-ST-4296|7|16.938|13.5504
ES-2013-GH1466548-41443|TEC-CO-4568|3|104.39884|83.519072
ES-2015-PG1889545-42346|TEC-AC-5865|1|23.787|19.0296
IN-2014-CM1183059-41763|FUR-FU-6237|3|40.248|32.1984
CA-2013-CS12355140-41521|OFF-EN-5974|6|6.112|4.8896
TU-2015-RM9675134-42228|OFF-AP-4747|4|41.82|33.456
ES-2015-SM2090548-42118|TEC-MA-6144|2|21.501|17.2008
LT-2012-CV280572-41025|OFF-ST-4057|3|70.6035|56.4828
IR-2013-VT1170060-41283|OFF-PA-5847|9|35.04|28.032
MX-2013-RD1990082-41418|OFF-SU-4325|2|17.568|14.0544
UP-2015-CB2025137-42206|OFF-AR-3463|6|12.876|10.3008
ES-2013-EM14095139-41408|TEC-CO-4767|7|97.332|77.8656
ID-2012-NC18625118-41219|TEC-MA-5577|1|71.586|57.2688
IN-2015-DG1330027-42166|OFF-SU-4134|4|18.564|14.8512
IT-2015-OT18730139-42060|TEC-MA-5510|9|228.327|182.6616
CA-2014-CC12370140-41783|TEC-CO-3691|8|2799.992|2239.9936
IN-2013-SN207107-41565|FUR-CH-4703|2|119.4645|95.5716
CG-2014-VF1171533-41710|TEC-MA-5549|4|124.836|99.8688
MX-2014-TS2134018-41956|TEC-CO-3604|4|43.299|34.6392
ES-2015-GT1471048-42054|OFF-AP-3870|2|198.732|158.9856
CA-2014-CC12370140-41828|FUR-CH-4418|4|80.991|64.7928
MX-2014-DW1354082-41660|FUR-BO-5778|2|125.5338|100.42704
ES-2014-JL1523514-41992|FUR-FU-4084|1|17.451|13.9608
TU-2013-LS6945134-41460|TEC-CO-4792|3|144.084|115.2672
IT-2015-MB1730545-42273|FUR-BO-3887|1|57.12|45.696
US-2013-BH1171018-41476|TEC-CO-4568|4|104.39884|83.519072
MX-2015-AG1027082-42329|TEC-CO-5990|3|72.252|57.8016
CA-2014-CC12370140-41867|FUR-CH-4673|3|112.648|90.1184
EZ-2015-VW1177532-42018|OFF-AR-5920|1|10.572|8.4576
CA-2014-CC12370140-41828|TEC-CO-3698|2|699.99|559.992
US-2015-CC12370140-42326|FUR-FU-4758|4|37.552|30.0416
IN-2015-PR1888027-42125|TEC-MA-5568|2|49.194|39.3552
CA-2014-CC12370140-41828|OFF-PA-6497|2|39.152|31.3216
MX-2013-CP1234039-41427|FUR-FU-5729|4|42.768|34.2144
CG-2014-DM295533-41719|TEC-AC-3405|5|138.112|110.4896
AU-2014-SN107108-41724|OFF-ST-5701|4|116.655|93.324
SF-2015-BT1305117-42228|OFF-ST-4296|2|16.938|13.5504
ZA-2015-BT1305147-42338|OFF-AP-3574|1|155.628|124.5024
IN-2012-DK1298558-40985|FUR-BO-5768|5|89.352|71.4816
IN-2013-MW1823566-41370|FUR-BO-5798|1|45.45|36.36
IN-2015-TC209807-42140|TEC-MA-5541|1|20.112|16.0896
ES-2014-EM1406548-41775|OFF-EN-3665|4|22.176|17.7408
ES-2013-MD1786045-41496|OFF-PA-6603|1|17.952|14.3616
IN-2014-TH211157-41655|OFF-BI-2899|4|41.9565|33.5652
IN-2015-JO1514558-42223|FUR-CH-4545|7|57.864|46.2912
IN-2012-CL1189027-41095|OFF-BI-6383|2|15.138|12.1104
IT-2012-CG1204062-41263|TEC-PH-5347|4|35.424|28.3392
ES-2015-JG1580548-42235|TEC-AC-5219|5|11.352|9.0816
NI-2015-TS1150595-42082|FUR-CH-4530|4|141.354|113.0832
MX-2013-CK1232516-41625|FUR-CH-5437|2|45.54|36.432
MX-2012-TR2132518-41110|OFF-PA-4177|7|26.919|21.5352
ES-2014-DB1327045-41689|TEC-MA-5500|5|35.166|28.1328
SA-2015-MB8085110-42277|TEC-CO-4777|4|51.88248|41.505984
IN-2014-CM1183027-41699|TEC-CO-6008|4|36|28.8
IN-2012-CS1186027-41268|FUR-CH-4629|9|18.96|15.168
ML-2014-CC222079-41747|TEC-MA-5007|5|257.7897|206.23176
CM-2012-KF628522-41263|FUR-CH-5414|3|66.684|53.3472
US-2012-EM14140143-41049|OFF-SU-4132|1|25.8555|20.6844
CA-2014-CC12370140-41783|TEC-PH-3181|3|40.794|32.6352
ES-2013-CS11950124-41283|OFF-AR-3478|4|21.816|17.4528
